"Model","DT","predicitons_ExpDT_RF","predicitons_ExpDT_PLS","Tumor_type","Doubling_time_(days)","Days_to_150mm3","Treatment_history"
"CTG-2862",13.052771581973,81.0556762573266,69.5843534734969,"Glioblastoma multiforme (GBM)","13 - 33","21 - 52","Pretreated"
"CTG-2868",34.1858303337388,NA,NA,"Glioblastoma multiforme (GBM)","23 - 64","37 - 101","Naive"
"CTG-2919",7.97669374453905,83.0674544578401,77.1630208858052,"Glioblastoma multiforme (GBM)","5 - 18","8 - 28","Pretreated"
"CTG-2965",25.6393727503041,91.4579559021701,84.7871677893368,"Glioblastoma multiforme (GBM)","20 - 44","31 - 70","Naive"
"CTG-3004",15.2745199363514,89.51268178679,82.3819351962076,"Glioblastoma multiforme (GBM)","11 - 26","17 - 42","Naive"
"CTG-3039",12.5947795966406,81.1832593907767,76.1570921988722,"Glioblastoma multiforme (GBM)","10 - 16","16 - 26","Naive"
"CTG-3106",19.9417343613476,80.98170876934,76.351047893956,"Glioblastoma multiforme (GBM)","14 - 35","22 - 55","Pretreated"
"CTG-3124",12.5947795966406,84.7224767593067,73.7410697385623,"Glioblastoma multiforme (GBM)","12 - 18","19 - 28","Pretreated"
"CTG-3141",15.9533874890781,89.4044767115,84.7670687836283,"Glioblastoma multiforme (GBM)","12 - 28","20 - 44","Pretreated"
"CTG-3153",17.9475609252129,85.4488525876967,79.3884391463807,"Glioblastoma multiforme (GBM)","13 - 29","21 - 47","Pretreated"
"CTG-3300",15.2745199363514,86.4216872713334,79.4586675328713,"Glioblastoma multiforme (GBM)","11 - 20","18 - 31","Pretreated"
"CTG-3307",7.25153976776278,81.4998421432634,80.0545774079317,"Glioblastoma multiforme (GBM)","6 - 10","10 - 16","Pretreated"
"CTG-3020",5.65277509455523,72.8486550513767,66.7849796925603,"Lymphoma","4 - 7","7 - 12","Naive"
"CTG-3064",4.88369004767697,62.1911622719434,49.1125897266093,"Lymphoma","3 - 7","5 - 11","Naive"
"CTG-3343",6.18881411214237,65.78309134029,56.1436436948393,"Lymphoma","5 - 12","7 - 20","Naive"
"CTG-3766",6.13591826503004,68.7955886136034,54.2699507597592,"Lymphoma","6 - 7","10 - 12","Pending"
"CTG-3793",6.13591826503004,65.5573769805533,45.1022021820983,"Lymphoma","4 - 12","7 - 18","Naive"
"CTG-3794",2.36931497362546,64.3799078318034,40.6545433169896,"Lymphoma","2 - 4","3 - 7","Naive"
"CTG-3795",5.93307799180591,58.9074559100667,45.2557687281426,"Lymphoma","4 - 9","6 - 13","Naive"
"CTG-3796",10.2557491001216,67.9519048202867,59.3439165656142,"Lymphoma","7 - 12","11 - 19","Naive"
"CTG-3797",6.64724478711588,68.03603757457,51.9417087771944,"Lymphoma","5 - 9","7 - 14","Pretreated"
"CTG-3799",4.69217279090532,61.0910710916134,43.2238358659671,"Lymphoma","3 - 7","4 - 11","Pretreated"
"CTG-3800",4.37745388419826,66.1228337000133,59.4311038901396,"Lymphoma","3 - 8","5 - 12","Pretreated"
"CTG-3801",7.97669374453905,64.90408313605,50.5963521573022,"Lymphoma","6 - 10","9 - 16","Naive"
"CTG-3802",5.78953578232673,59.5830613149067,42.5709350286939,"Lymphoma","4 - 7","6 - 10","Pretreated"
"CTG-3803",4.0331597584748,69.6483697023233,61.2845606171229,"Lymphoma","3 - 8","5 - 13","Pretreated"
"CTG-3804",4.78601624672343,67.60514037148,60.2732100561576,"Lymphoma","Not available","Not available","Pretreated"
"CTG-3805",2.74008563743708,69.7061397493401,37.3896977598705,"Lymphoma","2 - 7","4 - 11","Naive"
"CTG-3830",4.98543359033691,70.6910534568801,55.7450410052201,"Lymphoma","3 - 49","4 - 77","Pretreated"
"CTG-3879",9.70138428389885,67.41063362371,61.3753945038637,"Lymphoma","17 - 27","26 - 43","Pretreated"
"CTG-3904",8.75490776839652,68.0302181681467,57.3303128195967,"Lymphoma","Not available","Not available","Pretreated"
"CTG-3905",6.13591826503004,71.472832768,53.4417066973946,"Lymphoma","Not available","Not available","Naive"
"CTG-3907",6.2973897983203,103.988569926097,108.141302088017,"Lymphoma","Not available","Not available","Naive"
"CTG-1277",5.83660517893101,70.1151780677667,66.6480071573265,"Endometrial","4 - 8","6 - 13","Not available"
"CTG-1278",29.9126015420214,96.1202001246368,96.606694043431,"Endometrial","18 - 32","28 - 51","Not available"
"CTG-1280",7.03825918635799,85.2034546683433,91.5695281884898,"Endometrial","5 - 9","8 - 14","Not available"
"CTG-1282",6.08391895769928,67.00585714224,57.3555521964597,"Endometrial","5 - 8","7 - 13","Not available"
"CTG-1577",10.7149617463957,72.9362522774401,65.0801051094973,"Endometrial","6 - 20","10 - 32","Pretreated"
"CTG-2268",11.0446528770541,71.8470098918966,69.1489542643494,"Endometrial","9 - 17","15 - 27","Naive"
"CTG-2297",15.9533874890781,91.7480640562566,97.9142424260067,"Endometrial","8 - 2155","12 - 3415","Pretreated"
"CTG-2597",23.1581431293069,88.1378320359633,84.5564711977237,"Endometrial","17 - 43","27 - 69","Pretreated"
"CTG-2647",9.83427995902075,97.1291899133966,100.114029612816,"Endometrial","7 - 14","11 - 23","Pretreated"
"CTG-2737",18.8921693949609,86.4025275980633,91.4530763486461,"Endometrial","17 - 32","28 - 50","Pretreated"
"CTG-3991",12.8196863751521,72.3916625192899,71.3462069475438,"Endometrial","Not available","Not available","Naive"
"CTG-3994",7.71938104310231,115.46987498409,118.667834220345,"Endometrial","Not available","Not available","Naive"
"CTG-3995",12.1678379153986,88.74498598754,88.7560600040954,"Endometrial","Not available","Not available","Naive"
"CTG-4041",9.32340827283785,91.1554282776099,89.6521365229289,"Endometrial","Not available","Not available","Naive"
"CTG-4049",NA,105.076110629107,111.60186469378,"Endometrial","Not available","Not available","Naive"
"CTG-4100",NA,58.4983858071967,48.7646343949441,"Endometrial","Not available","Not available","Naive"
"CTG-4115",NA,66.5104330563134,64.0178425587774,"Endometrial","Not available","Not available","Pretreated"
"CTG-0399",23.1581431293069,98.5385300207199,98.879708486446,"Cholangiocarcinoma","16 - 31","25 - 50","Not available"
"CTG-0927",13.5453290001607,97.0239487343567,106.055070796681,"Cholangiocarcinoma","9 - 27","15 - 43","Pretreated"
"CTG-0941",12.1678379153986,67.6543723664833,73.4602842480112,"Cholangiocarcinoma","8 - 21","13 - 34","Pretreated"
"CTG-0997",26.5889791484635,110.216892046167,104.818953234931,"Cholangiocarcinoma","20 - 42","32 - 67","Pretreated"
"CTG-1034",17.509815536793,111.283640475657,120.309514823495,"Cholangiocarcinoma","14 - 69","22 - 109","Pretreated"
"CTG-1210",5.02029676229731,112.653533749767,119.816737905683,"Cholangiocarcinoma","3 - 29","4 - 46","Not available"
"CTG-1420",15.2745199363514,103.825424854837,106.86395297647,"Cholangiocarcinoma","8 - 48","13 - 76","Not available"
"CTG-1480",6.90290804815879,96.0113835172699,99.4573912120268,"Cholangiocarcinoma","5 - 10","9 - 16","Pretreated"
"CTG-1891",42.2295551181479,92.0924321689634,95.1931612725013,"Cholangiocarcinoma","30 - 65","47 - 103","Naive"
"CTG-2218",19.9417343613476,95.2300145706266,98.5922577699176,"Cholangiocarcinoma","15 - 30","23 - 48","Naive"
"CTG-2246",11.7688924099757,89.2431803721734,96.7405935094313,"Cholangiocarcinoma","6 - 16","10 - 26","Naive"
"CTG-2497",27.6116321926352,98.0111697768733,105.62583568482,"Cholangiocarcinoma","15 - 48","24 - 77","Naive"
"CTG-2508",31.2131494351528,94.5004145523366,99.938544461611,"Cholangiocarcinoma","21 - 37","33 - 59","Not available"
"CTG-2619",12.8196863751521,83.9941839611433,89.7396231004417,"Cholangiocarcinoma","10 - 17","16 - 27","Naive"
"CTG-2740",3.62576988388139,69.1624215235201,43.7045993184509,"Cholangiocarcinoma","2 - 5","4 - 7","Naive"
"CTG-0493",18.8921693949609,109.680155863317,115.247834768434,"Esophageal","13 - 28","21 - 44","Not available"
"CTG-0699",14.3580487401703,105.86379785456,106.940656020214,"Esophageal","9 - 36","15 - 57","Pretreated"
"CTG-0896",11.217225578258,79.3134492397834,80.6084319569013,"Esophageal","9 - 19","14 - 30","Pretreated"
"CTG-1709",17.9475609252129,81.1502581505433,88.5880686633877,"Esophageal","19 - 30","30 - 48","Pretreated"
"CTG-1741",6.70936857017304,97.6434234206533,99.7261413587227,"Esophageal","4 - 21","6 - 34","Naive"
"CTG-1875",10.4043831450509,76.3671485100566,63.9810357759854,"Esophageal","14 - 33","23 - 52","Pretreated"
"CTG-1876",11.5790715646535,81.7465047267933,88.6186672655925,"Esophageal","8 - 15","13 - 24","Pretreated"
"CTG-1958",9.97086718067382,90.8874747787633,99.1132386236898,"Esophageal","3 - 58","4 - 92","Pretreated"
"CTG-2087",9.44608469748046,91.2438359029134,100.732038894216,"Esophageal","7 - 14","11 - 22","Naive"
"CTG-2882",17.0929151668694,84.13089147387,92.4845361406329,"Esophageal","11 - 37","17 - 59","Naive"
"CTG-2957",14.3580487401703,90.7120433841899,97.7439431485564,"Esophageal","12 - 17","19 - 27","Naive"
"CTG-4064",NA,91.4303953325433,95.2195442146397,"Esophageal","Not available","Not available","Pretreated"
"CTG-1061",6.64724478711588,67.5117002248667,51.4440964143966,"Bladder","5 - 11","8 - 17","Pretreated"
"CTG-1076",4.51510966672022,72.57666017993,52.5805595184938,"Bladder","3 - 8","5 - 12","Naive"
"CTG-1092",17.509815536793,80.9334961389766,76.7206632904276,"Bladder","12 - 26","19 - 41","Naive"
"CTG-1258",14.3580487401703,108.353506873013,104.021724483835,"Bladder","11 - 20","17 - 32","Pretreated"
"CTG-1388",5.65277509455523,66.63613708245,39.7737938178206,"Bladder","4 - 9","6 - 15","Naive"
"CTG-1652",7.17902437008515,80.6128814262766,76.842890326189,"Bladder","5 - 8","8 - 13","Pretreated"
"CTG-1771",11.5790715646535,80.7494005093066,84.2139460037306,"Bladder","8 - 18","12 - 28","Naive"
"CTG-2178",6.2973897983203,68.7198204268333,66.7184175388174,"Bladder","4 - 9","7 - 15","Not available"
"CTG-3097",24.7552564485695,105.06982286655,108.206052154483,"Bladder","17 - 37","27 - 58","Pretreated"
"CTG-3297",25.6393727503041,89.6029115675834,91.0753225199319,"Bladder","20 - 40","32 - 63","Pretreated"
"CTG-3938",19.9417343613476,NA,NA,"Bladder","Not available","Not available","Pretreated"
"CTG-4035",13.8058160963176,68.42321392949,67.8020214083727,"Bladder","Not available","Not available","Naive"
"CTG-2427",14.3580487401703,109.385526212573,110.191897758147,"Prostate","10 - 36","16 - 58","Pretreated"
"CTG-2428",14.3580487401703,95.5562692553999,91.8320504877498,"Prostate","9 - 74","15 - 118","Pretreated"
"CTG-2430",29.9126015420215,101.726385591157,113.021400460003,"Prostate","16 - 133","25 - 211","Pretreated"
"CTG-2440",15.6065747175764,95.24114189467,107.587281460764,"Prostate","11 - 28","18 - 45","Pretreated"
"CTG-3007",12.3776282242847,79.2153196886333,88.4360531262116,"Prostate","8 - 24","13 - 38","Naive"
"CTG-3108",6.64724478711588,92.7099496867467,90.4379321101322,"Prostate","8 - 16","12 - 26","Pretreated"
"CTG-3167",11.9650406168086,97.59786037621,105.940592887245,"Prostate","11 - 21","18 - 33","Pretreated"
"CTG-3421",13.052771581973,88.2196548038033,92.001132931261,"Prostate","6 - 24","10 - 38","Pretreated"
"CTG-3428",8.75490776839652,73.6539891723833,68.3110397018397,"Prostate","6 - 16","10 - 26","Naive"
"CTG-3581",10.8773096516442,84.2430958342667,86.8829600673283,"Prostate","7 - 14","11 - 23","Pretreated"
"CTG-3610",14.3580487401703,88.6492127014233,90.7148879123095,"Prostate","14 - 33","22 - 52","Pretreated"
"CTG-0656",11.9650406168086,90.2249231364533,94.2544311133148,"SCLC","8 - 41","13 - 65","Pretreated"
"CTG-1218",5.02029676229731,70.5317453535234,47.1797274597036,"SCLC","3 - 10","5 - 16","Not available"
"CTG-1252",10.4043831450509,93.53894087037,90.0839946023005,"SCLC","8 - 15","12 - 25","Naive"
"CTG-1265",12.1678379153986,97.03432890463,92.3422650439911,"SCLC","9 - 19","14 - 30","Naive"
"CTG-1713",14.6510701430309,85.8538799594,90.0648248629916,"SCLC","9 - 30","14 - 47","Pretreated"
"CTG-2093",8.75490776839652,90.4590936388533,90.3923411459565,"SCLC","6 - 12","9 - 19","Not available"
"CTG-2475",16.3159644774662,79.28036862463,76.0724760307893,"SCLC","13 - 21","21 - 33","Pretreated"
"CTG-1256",15.6065747175764,76.9153814281166,81.1061425950041,"Uterine","9 - 33","14 - 52","Pretreated"
"CTG-1561",12.3776282242847,88.3281988094434,91.9633008566386,"Uterine","9 - 20","14 - 32","Naive"
"CTG-1931",42.2295551181479,80.28661123963,83.7055450947056,"Uterine","29 - 77","46 - 122","Naive"
"CTG-2172",24.7552564485695,101.268812257173,105.708594242402,"Uterine","18 - 35","29 - 56","Pretreated"
"CTG-2280",7.88903776932434,83.9540273415034,87.1264228384008,"Uterine","6 - 11","9 - 18","Pretreated"
"CTG-3608",26.5889791484635,88.55203450374,91.3089879431518,"Uterine","35 - 73","56 - 116","Pretreated"
"CTG-0061",7.8032873587882,111.57706074215,105.626848228012,"Colorectal","5 - 14","8 - 22","Pretreated"
"CTG-0062",11.5790715646535,116.915336895487,118.335697475061,"Colorectal","9 - 20","15 - 32","Naive"
"CTG-0063",8.44591102362958,112.695854224027,113.261958511218,"Colorectal","6 - 20","10 - 31","Naive"
